Usia,IPK,SKD,Wawancara,Mengajar,Lulus,Lokasi,Lektor
33,3.41,29.673,12.8,12.0,0,6121. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS ILMU PENDIDIKAN ,tidak
28,3.66,28.582,14.0,14.4,0,6121. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS ILMU PENDIDIKAN ,tidak
29,3.78,32.073,19.6,19.2,1,3324. UNIVERSITAS JEMBER FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
25,3.9,31.927,14.4,14.0,0,3324. UNIVERSITAS JEMBER FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
31,3.55,32.654,16.8,12.8,0,3324. UNIVERSITAS JEMBER FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
33,4.0,33.6,15.2,16.4,1,"5802. UNIVERSITAS SYIAH KUALA FAKULTAS TEKNIK 1
",tidak
35,3.57,29.746,20.0,20.0,0,"5802. UNIVERSITAS SYIAH KUALA FAKULTAS TEKNIK 1
",tidak
33,3.25,32.146,19.2,20.0,1,2866. UNIVERSITAS ANDALAS FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
33,3.32,31.709,13.6,10.8,0,2866. UNIVERSITAS ANDALAS FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
34,3.53,31.854,12.4,10.0,0,2866. UNIVERSITAS ANDALAS FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
28,3.94,30.4,17.6,20.0,1,2866. UNIVERSITAS ANDALAS FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
28,3.83,30.982,0.0,0.0,0,2866. UNIVERSITAS ANDALAS FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
30,3.91,32.8,19.2,20.0,1,3345. UNIVERSITAS JEMBER FAKULTAS MATEMATIKAN DAN ILMU PENGETAHUAN ALAM ,tidak
32,3.93,32.582,11.2,9.2,0,3345. UNIVERSITAS JEMBER FAKULTAS MATEMATIKAN DAN ILMU PENGETAHUAN ALAM ,tidak
28,4.0,32.364,15.6,13.2,0,3345. UNIVERSITAS JEMBER FAKULTAS MATEMATIKAN DAN ILMU PENGETAHUAN ALAM ,tidak
34,3.39,32.509,19.6,19.6,1,"3638. UNIVERSITAS LAMPUNG FAKULTAS TEKNIK 2
",tidak
26,3.54,32.946,14.0,16.4,1,1973. POLITEKNIK NEGERI BALIKPAPAN JURUSAN TEKNIK MESIN ,tidak
26,3.72,30.327,15.2,12.4,1,1973. POLITEKNIK NEGERI BALIKPAPAN JURUSAN TEKNIK MESIN ,tidak
29,3.73,30.182,14.0,12.0,1,1973. POLITEKNIK NEGERI BALIKPAPAN JURUSAN TEKNIK MESIN ,tidak
31,3.9,28.582,12.8,14.4,1,1973. POLITEKNIK NEGERI BALIKPAPAN JURUSAN TEKNIK MESIN ,tidak
29,3.08,27.2,8.4,12.0,0,1973. POLITEKNIK NEGERI BALIKPAPAN JURUSAN TEKNIK MESIN ,tidak
27,3.79,24.8,0.0,0.0,0,1973. POLITEKNIK NEGERI BALIKPAPAN JURUSAN TEKNIK MESIN ,tidak
28,3.89,29.746,18.0,20.0,1,5217. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
29,3.9,27.491,17.6,18.8,1,5217. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
34,3.76,26.764,18.8,19.2,0,5217. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
31,3.91,30.109,18.0,20.0,0,5217. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
31,3.74,30.836,19.2,18.4,0,5217. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
28,3.91,26.546,18.0,18.0,0,5217. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
28,3.78,26.691,19.6,19.2,1,5217. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
26,3.95,26.909,16.8,18.0,0,5217. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
32,3.93,26.327,18.0,18.4,0,5217. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS OLAHRAGA DAN KESEHATAN ,tidak
32,3.34,28.8,19.2,19.2,1,"4550. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 2
",tidak
30,3.62,31.273,11.6,15.2,0,"4550. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 2
",tidak
28,3.68,26.982,10.4,14.8,0,"4550. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 2
",tidak
26,3.71,28.436,14.0,16.4,1,"4550. UNIVERSITAS NEGERI PADANG FAKULTAS TEKNIK 2
",tidak
34,3.32,25.382,15.2,14.0,0,"2923. UNIVERSITAS BANGKA BELITUNG FAKULTAS TEKNIK 1
",tidak
30,3.94,28.873,13.6,18.4,1,"5845. UNIVERSITAS TADULAKO FAKULTAS PERTANIAN 1
",tidak
31,3.85,24.364,8.0,11.2,0,"5845. UNIVERSITAS TADULAKO FAKULTAS PERTANIAN 1
",tidak
26,3.49,32.364,20.0,20.0,1,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
28,3.75,30.546,20.0,20.0,1,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
30,3.91,28.582,20.0,18.4,1,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
29,3.94,29.746,20.0,20.0,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
28,3.67,30.836,9.6,8.4,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
32,3.91,29.236,8.0,7.6,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
26,3.95,32.146,8.0,8.4,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
30,3.78,31.564,9.6,8.4,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
27,3.95,28.509,8.0,7.6,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
33,3.65,28.073,8.0,7.2,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
27,3.75,29.236,8.0,6.0,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
25,3.93,28.218,8.0,8.4,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
30,3.86,29.309,18.0,15.6,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
27,3.8,29.454,7.6,7.2,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
28,3.84,24.727,11.2,7.6,0,4237. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,tidak
26,3.66,25.382,19.2,15.2,1,4413. UNIVERSITAS NEGERI MEDAN FAKULTAS BAHASA DAN SENI ,tidak
34,3.57,26.109,17.2,16.4,1,3196. UNIVERSITAS HALU OLEO FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM JURUSAN ILMU KOMPUTER ,tidak
26,3.24,30.036,18.4,17.2,1,4659. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS EKONOMI ,tidak
32,3.47,25.382,9.6,14.4,0,4659. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS EKONOMI ,tidak
32,3.59,32.291,19.2,17.6,1,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
27,3.75,30.982,19.6,17.6,1,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
30,3.7,29.6,19.2,20.0,1,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
24,3.96,32.727,17.2,16.0,1,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
29,3.54,29.382,18.8,15.2,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
28,3.91,31.2,17.2,16.4,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
25,3.6,29.454,18.4,17.6,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
26,3.97,29.454,18.8,10.4,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
32,3.71,30.982,19.2,20.0,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
27,3.46,31.927,17.2,17.2,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
29,3.57,29.964,19.2,17.2,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
27,3.75,30.109,0.0,16.4,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
29,3.85,28.8,19.6,18.0,1,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
28,3.78,28.218,17.6,18.0,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
31,3.92,30.691,19.2,19.2,0,4380. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU KEOLAHRAGAAN ,tidak
31,3.94,31.418,12.4,15.2,1,2689. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK SIPIL ,tidak
27,3.96,27.054,18.0,14.4,0,2689. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK SIPIL ,tidak
33,3.9,29.527,18.0,18.0,1,"5875. UNIVERSITAS TANJUNGPURA FAKULTAS KEHUTANAN 3
",tidak
31,3.82,29.382,16.0,17.2,1,"5875. UNIVERSITAS TANJUNGPURA FAKULTAS KEHUTANAN 3
",tidak
32,3.69,30.327,16.0,16.0,0,"5875. UNIVERSITAS TANJUNGPURA FAKULTAS KEHUTANAN 3
",tidak
25,3.96,25.891,12.4,13.2,0,"5875. UNIVERSITAS TANJUNGPURA FAKULTAS KEHUTANAN 3
",tidak
30,3.9,23.782,13.6,18.4,0,"5875. UNIVERSITAS TANJUNGPURA FAKULTAS KEHUTANAN 3
",tidak
28,3.95,23.927,14.4,13.6,0,"5875. UNIVERSITAS TANJUNGPURA FAKULTAS KEHUTANAN 3
",tidak
27,3.84,29.527,19.2,18.0,1,"5875. UNIVERSITAS TANJUNGPURA FAKULTAS KEHUTANAN 3
",tidak
29,3.76,30.036,15.2,19.2,0,"5875. UNIVERSITAS TANJUNGPURA FAKULTAS KEHUTANAN 3
",tidak
28,3.93,30.109,16.4,15.6,0,"5875. UNIVERSITAS TANJUNGPURA FAKULTAS KEHUTANAN 3
",tidak
30,3.87,28.582,16.8,16.0,1,4355. UNIVERSITAS NEGERI MALANG FAKULTAS SASTRA JURUSAN SENI DAN DESAIN ,tidak
34,3.66,28.0,14.4,12.4,0,4355. UNIVERSITAS NEGERI MALANG FAKULTAS SASTRA JURUSAN SENI DAN DESAIN ,tidak
31,3.65,31.564,16.4,15.2,1,4355. UNIVERSITAS NEGERI MALANG FAKULTAS SASTRA JURUSAN SENI DAN DESAIN ,tidak
28,3.7,29.018,18.0,17.2,1,"5112. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" YOGYAKARTA FAKULTAS PERTANIAN ",tidak
28,3.58,25.891,16.8,16.4,1,"5112. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" YOGYAKARTA FAKULTAS PERTANIAN ",tidak
29,3.96,31.127,18.0,17.6,1,"5112. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" YOGYAKARTA FAKULTAS PERTANIAN ",tidak
26,3.9,30.109,18.8,19.2,1,5621. UNIVERSITAS SULAWESI BARAT FAKULTAS PETERNAKAN DAN PERIKANAN ,tidak
27,4.0,29.818,15.2,10.8,1,5621. UNIVERSITAS SULAWESI BARAT FAKULTAS PETERNAKAN DAN PERIKANAN ,tidak
31,3.91,28.364,14.0,12.8,0,5621. UNIVERSITAS SULAWESI BARAT FAKULTAS PETERNAKAN DAN PERIKANAN ,tidak
26,3.93,25.382,13.6,15.2,0,5621. UNIVERSITAS SULAWESI BARAT FAKULTAS PETERNAKAN DAN PERIKANAN ,tidak
32,3.84,26.254,13.2,8.4,0,5621. UNIVERSITAS SULAWESI BARAT FAKULTAS PETERNAKAN DAN PERIKANAN ,tidak
34,3.76,24.582,15.6,13.6,0,5621. UNIVERSITAS SULAWESI BARAT FAKULTAS PETERNAKAN DAN PERIKANAN ,tidak
25,3.43,29.018,20.0,20.0,1,"4713. UNIVERSITAS NUSA CENDANA FAKULTAS HUKUM 2
",tidak
35,3.15,28.509,18.8,17.6,1,"4713. UNIVERSITAS NUSA CENDANA FAKULTAS HUKUM 2
",tidak
30,3.67,26.4,17.6,17.2,0,"4713. UNIVERSITAS NUSA CENDANA FAKULTAS HUKUM 2
",tidak
32,3.9,26.109,18.4,17.2,0,"4713. UNIVERSITAS NUSA CENDANA FAKULTAS HUKUM 2
",tidak
26,3.79,31.636,19.6,19.6,0,"4713. UNIVERSITAS NUSA CENDANA FAKULTAS HUKUM 2
",tidak
28,3.54,24.8,14.0,10.8,0,1626. INSTITUT SENI INDONESIA PADANG PANJANG FAKULTAS SENI RUPA DAN DESAIN ,tidak
29,3.82,28.8,18.4,17.6,1,"1924. POLITEKNIK NEGERI AMBON JURUSAN AKUNTANSI 3
",tidak
29,3.8,26.4,17.2,12.0,1,"1924. POLITEKNIK NEGERI AMBON JURUSAN AKUNTANSI 3
",tidak
32,3.77,25.454,19.2,11.2,1,"1924. POLITEKNIK NEGERI AMBON JURUSAN AKUNTANSI 3
",tidak
30,3.47,27.709,19.6,20.0,0,"1924. POLITEKNIK NEGERI AMBON JURUSAN AKUNTANSI 3
",tidak
28,3.83,26.109,18.4,9.6,0,"1924. POLITEKNIK NEGERI AMBON JURUSAN AKUNTANSI 3
",tidak
35,3.08,24.436,0.0,0.0,0,"1924. POLITEKNIK NEGERI AMBON JURUSAN AKUNTANSI 3
",tidak
31,3.68,31.273,18.8,18.4,0,"3973. UNIVERSITAS MULAWARMAN FAKULTAS PERTANIAN 2
",tidak
28,3.41,29.091,18.0,14.8,1,1837. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,tidak
24,3.98,33.673,18.8,16.8,1,4690. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
31,3.95,32.364,17.2,17.2,0,4690. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
32,3.75,32.218,16.0,11.2,0,4690. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
32,3.5,31.418,18.8,20.0,1,"3900. UNIVERSITAS MULAWARMAN FAKULTAS FARMASI 2
",tidak
30,3.35,25.309,20.0,20.0,1,"3900. UNIVERSITAS MULAWARMAN FAKULTAS FARMASI 2
",tidak
32,3.5,25.527,6.8,9.6,0,"3900. UNIVERSITAS MULAWARMAN FAKULTAS FARMASI 2
",tidak
34,3.7,32.582,15.2,16.8,1,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
33,3.5,32.8,9.6,15.6,1,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
27,3.74,33.236,11.2,16.8,1,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
29,3.62,33.454,12.4,14.0,1,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
28,3.92,32.654,12.0,14.0,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.51,33.673,9.2,15.2,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
31,3.58,32.582,19.2,14.8,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
28,3.71,35.127,9.6,12.4,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
32,3.61,34.4,11.6,14.0,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
27,3.66,32.946,12.0,16.4,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.34,32.582,8.8,14.8,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
31,3.86,33.673,9.2,12.8,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
29,3.98,31.564,13.2,17.6,1,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
29,3.81,27.346,11.2,12.0,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
26,3.76,30.473,16.0,16.8,0,3236. UNIVERSITAS JAMBI FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
35,3.8,30.691,20.0,19.2,1,5530. UNIVERSITAS SRIWIJAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.63,25.746,15.6,10.8,0,5530. UNIVERSITAS SRIWIJAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
35,3.76,27.636,13.2,11.2,1,3874. UNIVERSITAS MULAWARMAN FAKULTAS EKONOMI DAN BISNIS ,tidak
33,3.67,33.309,17.2,17.2,1,2371. POLITEKNIK NEGERI MEDAN JURUSAN ADMINISTRASI NIAGA ,tidak
28,3.68,30.546,17.2,17.2,1,2371. POLITEKNIK NEGERI MEDAN JURUSAN ADMINISTRASI NIAGA ,tidak
28,3.33,30.982,14.0,16.0,0,2371. POLITEKNIK NEGERI MEDAN JURUSAN ADMINISTRASI NIAGA ,tidak
32,3.67,31.418,18.0,17.2,0,2371. POLITEKNIK NEGERI MEDAN JURUSAN ADMINISTRASI NIAGA ,tidak
31,3.7,31.418,15.6,16.4,0,2371. POLITEKNIK NEGERI MEDAN JURUSAN ADMINISTRASI NIAGA ,tidak
28,3.78,31.054,17.2,0.0,0,2371. POLITEKNIK NEGERI MEDAN JURUSAN ADMINISTRASI NIAGA ,tidak
32,3.74,28.873,18.4,18.4,1,4060. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,tidak
29,3.85,26.182,16.4,17.6,1,4060. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,tidak
29,3.46,24.873,17.2,16.0,0,4060. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,tidak
34,3.82,25.309,16.4,13.2,0,4060. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,tidak
29,3.53,26.909,18.8,18.4,1,4060. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,tidak
27,3.83,27.418,19.2,18.4,0,4060. UNIVERSITAS NEGERI GORONTALO FAKULTAS ILMU PENDIDIKAN ,tidak
26,3.58,33.091,17.2,13.6,1,"5747. UNIVERSITAS SYIAH KUALA FAKULTAS KEDOKTERAN 1
",tidak
31,3.35,29.964,16.4,14.4,0,"5747. UNIVERSITAS SYIAH KUALA FAKULTAS KEDOKTERAN 1
",tidak
26,3.71,29.454,14.8,13.2,0,"5747. UNIVERSITAS SYIAH KUALA FAKULTAS KEDOKTERAN 1
",tidak
28,3.67,26.327,14.8,19.2,1,"4304. UNIVERSITAS NEGERI MAKASSAR FAKULTAS TEKNIK 1
",tidak
35,3.79,26.473,10.0,9.6,0,"4304. UNIVERSITAS NEGERI MAKASSAR FAKULTAS TEKNIK 1
",tidak
32,3.8,26.4,8.8,9.2,0,"4304. UNIVERSITAS NEGERI MAKASSAR FAKULTAS TEKNIK 1
",tidak
26,3.51,32.0,20.0,20.0,1,"3859. UNIVERSITAS MATARAM FAKULTAS TEKNIK 1
",tidak
24,3.83,30.764,14.8,19.2,0,"3859. UNIVERSITAS MATARAM FAKULTAS TEKNIK 1
",tidak
34,3.53,30.327,15.2,19.2,0,"3859. UNIVERSITAS MATARAM FAKULTAS TEKNIK 1
",tidak
29,3.2,30.909,18.8,17.2,1,"2826. UNIVERSITAS ANDALAS FAKULTAS EKONOMI 1
",tidak
27,3.73,30.764,15.6,13.2,0,"2826. UNIVERSITAS ANDALAS FAKULTAS EKONOMI 1
",tidak
34,3.0,27.854,18.0,17.2,0,"2826. UNIVERSITAS ANDALAS FAKULTAS EKONOMI 1
",tidak
26,3.5,29.891,18.4,18.0,1,"3982. UNIVERSITAS MULAWARMAN FAKULTAS TEKNIK 2
",tidak
28,3.79,30.109,18.4,18.8,1,3521. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
31,3.89,29.818,14.4,15.2,0,3521. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
26,3.88,34.036,0.0,0.0,0,3521. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
24,3.76,29.746,18.4,19.2,1,2781. POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH JURUSAN BUDIDAYA TANAMAN PANGAN ,tidak
27,3.74,30.182,16.0,16.0,1,3572. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS TEKNIK ,tidak
32,3.08,30.982,20.0,20.0,1,"1949. POLITEKNIK NEGERI BALI JURUSAN TEKNIK MESIN 2
",tidak
23,3.91,26.473,20.0,13.6,1,"1949. POLITEKNIK NEGERI BALI JURUSAN TEKNIK MESIN 2
",tidak
34,3.9,27.346,18.4,13.2,0,"1949. POLITEKNIK NEGERI BALI JURUSAN TEKNIK MESIN 2
",tidak
28,3.89,23.564,20.0,19.2,0,"1949. POLITEKNIK NEGERI BALI JURUSAN TEKNIK MESIN 2
",tidak
29,3.32,30.109,12.0,11.6,1,3179. UNIVERSITAS HALU OLEO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK JURUSAN ADMINISTRASI BISNIS ,tidak
32,3.73,29.382,13.2,12.4,0,3179. UNIVERSITAS HALU OLEO FAKULTAS ILMU SOSIAL DAN ILMU POLITIK JURUSAN ADMINISTRASI BISNIS ,tidak
27,3.66,26.254,20.0,17.6,1,2968. UNIVERSITAS BENGKULU FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
29,3.83,29.018,16.8,10.8,1,2968. UNIVERSITAS BENGKULU FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.69,26.618,20.0,18.8,0,2968. UNIVERSITAS BENGKULU FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
27,3.87,30.327,17.2,11.6,0,2968. UNIVERSITAS BENGKULU FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
26,3.89,26.546,16.8,14.8,0,2968. UNIVERSITAS BENGKULU FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
28,3.71,28.8,15.6,10.0,0,2968. UNIVERSITAS BENGKULU FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
32,3.74,29.091,17.6,14.0,1,4826. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
28,3.53,26.327,18.4,16.4,1,4826. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
25,3.36,29.891,16.4,14.8,0,4826. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
31,3.55,30.836,15.2,16.0,0,4826. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
30,3.61,28.873,0.0,0.0,0,4826. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,tidak
33,3.75,28.0,17.6,15.2,1,4256. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU PENDIDIKAN ,tidak
27,3.94,27.491,17.6,14.4,0,4256. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU PENDIDIKAN ,tidak
33,3.58,27.2,17.6,12.8,0,4256. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU PENDIDIKAN ,tidak
31,3.0,28.654,16.0,20.0,1,4962. UNIVERSITAS PATTIMURA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
28,3.67,29.382,16.0,12.8,0,4962. UNIVERSITAS PATTIMURA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
29,3.3,26.982,0.0,0.0,0,4962. UNIVERSITAS PATTIMURA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
28,4.0,27.273,15.6,8.0,0,5384. UNIVERSITAS SEMBILANBELAS NOVEMBER KOLAKA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
31,3.63,23.564,14.4,11.6,0,5384. UNIVERSITAS SEMBILANBELAS NOVEMBER KOLAKA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
27,3.87,31.491,16.0,14.4,1,4697. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS TEKNIK ,tidak
29,3.67,30.982,14.4,11.6,0,4697. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS TEKNIK ,tidak
26,3.87,30.618,15.2,12.4,0,4697. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS TEKNIK ,tidak
27,3.75,30.982,14.4,14.8,1,4170. UNIVERSITAS NEGERI JAKARTA FAKULTAS BAHASA DAN SENI ,tidak
28,3.72,29.6,14.4,14.8,0,4170. UNIVERSITAS NEGERI JAKARTA FAKULTAS BAHASA DAN SENI ,tidak
30,3.87,28.0,13.6,18.0,0,4170. UNIVERSITAS NEGERI JAKARTA FAKULTAS BAHASA DAN SENI ,tidak
28,3.86,29.527,16.4,18.4,1,4170. UNIVERSITAS NEGERI JAKARTA FAKULTAS BAHASA DAN SENI ,tidak
27,3.79,27.346,18.0,20.0,0,4170. UNIVERSITAS NEGERI JAKARTA FAKULTAS BAHASA DAN SENI ,tidak
35,3.93,29.746,19.6,18.4,1,"6051. UNIVERSITAS TIMOR FAKULTAS ILMU PENDIDIKAN 1
",tidak
28,3.52,28.291,18.8,15.2,0,"6051. UNIVERSITAS TIMOR FAKULTAS ILMU PENDIDIKAN 1
",tidak
