Usia,IPK,SKD,Wawancara,Mengajar,Lulus,Lokasi,Lektor
33,3.07,28.364,16.8,11.6,1,2672. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK ELEKTRO ,tidak
24,3.84,31.2,16.8,13.2,1,2672. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK ELEKTRO ,tidak
24,3.66,29.527,18.0,18.4,1,2898. UNIVERSITAS BANGKA BELITUNG FAKULTAS EKONOMI ,tidak
32,3.52,27.346,13.6,12.8,0,2898. UNIVERSITAS BANGKA BELITUNG FAKULTAS EKONOMI ,tidak
27,3.93,29.236,12.0,16.4,0,2898. UNIVERSITAS BANGKA BELITUNG FAKULTAS EKONOMI ,tidak
31,3.56,32.946,16.8,16.8,1,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
27,3.73,30.764,19.6,18.0,1,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
32,3.79,30.691,18.4,18.0,1,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
30,3.46,30.909,19.6,18.8,1,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
29,3.57,29.964,18.8,17.2,1,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
30,3.79,28.873,18.4,19.2,0,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
26,3.71,30.036,19.2,19.2,0,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
31,3.68,32.364,14.0,15.2,0,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
31,3.66,30.691,14.8,15.2,0,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
32,3.5,29.964,14.4,15.2,0,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
35,3.69,29.454,16.4,16.0,0,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
34,3.73,30.254,15.2,14.0,0,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
34,3.72,31.127,10.4,10.0,0,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
32,3.54,29.891,0.0,0.0,0,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
33,3.79,30.473,19.2,19.2,1,5906. UNIVERSITAS TERBUKA FAKULTAS HUKUM ILMU SOSIAL DAN ILMU POLITIK ,tidak
30,3.31,30.254,19.2,19.6,1,"6179. UNIVERSITAS UDAYANA FAKULTAS KEDOKTERAN 4
",tidak
32,3.46,28.509,19.6,18.8,1,"6179. UNIVERSITAS UDAYANA FAKULTAS KEDOKTERAN 4
",tidak
27,3.81,29.818,13.6,14.4,1,5528. UNIVERSITAS SRIWIJAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
28,3.73,32.654,19.6,16.4,0,5528. UNIVERSITAS SRIWIJAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.7,30.182,14.0,9.6,0,5528. UNIVERSITAS SRIWIJAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
27,3.59,31.273,17.6,13.2,1,2447. POLITEKNIK NEGERI PADANG JURUSAN BAHASA INGGRIS ,tidak
28,3.72,27.709,18.0,13.2,1,2447. POLITEKNIK NEGERI PADANG JURUSAN BAHASA INGGRIS ,tidak
30,3.9,29.164,16.4,11.2,0,2447. POLITEKNIK NEGERI PADANG JURUSAN BAHASA INGGRIS ,tidak
29,3.89,32.509,17.2,17.6,1,4735. UNIVERSITAS NUSA CENDANA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.4,29.964,14.0,15.2,0,4735. UNIVERSITAS NUSA CENDANA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
29,3.8,29.382,16.0,15.2,0,4735. UNIVERSITAS NUSA CENDANA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
26,3.53,28.073,16.4,14.4,0,"4770. UNIVERSITAS PALANGKARAYA FAKULTAS HUKUM 5
",tidak
29,3.45,25.309,19.2,17.6,0,"4770. UNIVERSITAS PALANGKARAYA FAKULTAS HUKUM 5
",tidak
25,3.35,26.109,18.4,16.8,0,"4770. UNIVERSITAS PALANGKARAYA FAKULTAS HUKUM 5
",tidak
28,3.36,28.509,15.2,13.6,0,"4770. UNIVERSITAS PALANGKARAYA FAKULTAS HUKUM 5
",tidak
24,3.86,29.164,18.8,17.2,1,"4770. UNIVERSITAS PALANGKARAYA FAKULTAS HUKUM 5
",tidak
26,3.83,28.8,16.4,14.4,0,"4770. UNIVERSITAS PALANGKARAYA FAKULTAS HUKUM 5
",tidak
35,3.5,28.946,18.8,19.6,1,2430. POLITEKNIK NEGERI NUSA UTARA JURUSAN PERIKANAN DAN KEBAHARIAN ,tidak
32,3.75,25.964,19.2,18.0,0,2430. POLITEKNIK NEGERI NUSA UTARA JURUSAN PERIKANAN DAN KEBAHARIAN ,tidak
26,3.94,31.782,15.2,13.2,1,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
26,3.74,27.491,17.6,19.6,1,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
25,3.9,29.454,16.8,18.8,1,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
28,3.93,27.491,18.0,18.4,0,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
33,3.64,29.964,15.2,14.4,0,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
30,3.91,30.764,14.4,12.4,0,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
25,3.96,29.746,18.4,18.8,0,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
28,3.44,28.8,14.4,13.2,0,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
28,3.81,33.236,15.2,12.0,0,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
25,4.0,29.527,18.4,18.4,1,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
30,3.89,24.727,18.4,19.6,0,"5090. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS PERTANIAN ",tidak
28,3.38,26.109,16.0,16.4,0,1705. INSTITUT SENI INDONESIA YOGYAKARTA FAKULTAS SENI RUPA ,tidak
27,3.9,29.818,20.0,15.6,1,2795. POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH JURUSAN TEKNOLOGI PERTANIAN ,tidak
29,3.88,29.018,19.2,13.6,1,2795. POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH JURUSAN TEKNOLOGI PERTANIAN ,tidak
31,3.91,28.436,14.0,15.6,0,2795. POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH JURUSAN TEKNOLOGI PERTANIAN ,tidak
28,3.95,29.454,16.8,18.4,0,2795. POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH JURUSAN TEKNOLOGI PERTANIAN ,tidak
28,4.0,26.691,16.4,12.0,0,2795. POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH JURUSAN TEKNOLOGI PERTANIAN ,tidak
30,3.52,27.418,16.4,14.8,0,2795. POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH JURUSAN TEKNOLOGI PERTANIAN ,tidak
31,3.98,30.618,17.6,17.6,1,3741. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU KELAUTAN DAN PERIKANAN ,tidak
32,3.97,27.564,19.6,20.0,1,3741. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU KELAUTAN DAN PERIKANAN ,tidak
32,4.0,32.436,11.2,10.8,1,3741. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU KELAUTAN DAN PERIKANAN ,tidak
33,3.87,27.636,16.4,16.4,1,2360. POLITEKNIK NEGERI MANADO JURUSAN ADMINISTRASI BISNIS ,tidak
31,3.87,27.927,18.0,17.2,1,2360. POLITEKNIK NEGERI MANADO JURUSAN ADMINISTRASI BISNIS ,tidak
30,3.64,29.891,14.0,14.8,0,2360. POLITEKNIK NEGERI MANADO JURUSAN ADMINISTRASI BISNIS ,tidak
33,3.28,26.982,15.2,13.2,0,2360. POLITEKNIK NEGERI MANADO JURUSAN ADMINISTRASI BISNIS ,tidak
31,3.84,27.127,17.6,17.6,0,2360. POLITEKNIK NEGERI MANADO JURUSAN ADMINISTRASI BISNIS ,tidak
27,3.89,25.673,14.8,18.0,1,2360. POLITEKNIK NEGERI MANADO JURUSAN ADMINISTRASI BISNIS ,tidak
30,3.88,32.218,18.4,10.0,1,4386. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU PENDIDIKAN ,tidak
33,3.6,28.727,19.2,8.0,0,4386. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU PENDIDIKAN ,tidak
30,3.35,27.346,16.8,17.6,1,"3468. UNIVERSITAS KHAIRUN FAKULTAS PERTANIAN 3
",tidak
31,3.18,25.964,20.0,20.0,0,"3468. UNIVERSITAS KHAIRUN FAKULTAS PERTANIAN 3
",tidak
26,3.73,32.509,19.6,19.2,1,"6028. UNIVERSITAS TIDAR FAKULTAS PERTANIAN 2
",tidak
33,3.9,31.346,16.0,16.0,0,"6028. UNIVERSITAS TIDAR FAKULTAS PERTANIAN 2
",tidak
27,3.53,31.782,16.0,16.4,0,"6028. UNIVERSITAS TIDAR FAKULTAS PERTANIAN 2
",tidak
30,3.76,29.454,16.4,18.0,1,"6028. UNIVERSITAS TIDAR FAKULTAS PERTANIAN 2
",tidak
32,3.81,31.346,15.6,15.6,0,"6028. UNIVERSITAS TIDAR FAKULTAS PERTANIAN 2
",tidak
32,3.9,31.491,17.2,15.6,0,"6028. UNIVERSITAS TIDAR FAKULTAS PERTANIAN 2
",tidak
33,3.56,30.764,16.4,13.6,1,2331. POLITEKNIK NEGERI MALANG JURUSAN ADMINISTRASI NIAGA ,tidak
35,3.88,30.982,15.2,14.4,0,2331. POLITEKNIK NEGERI MALANG JURUSAN ADMINISTRASI NIAGA ,tidak
27,3.7,29.6,18.0,14.8,0,2331. POLITEKNIK NEGERI MALANG JURUSAN ADMINISTRASI NIAGA ,tidak
26,3.72,32.218,19.6,20.0,1,5935. UNIVERSITAS TERBUKA FAKULTAS SAINS DAN TEKNOLOGI ,tidak
32,3.54,32.509,17.2,15.6,0,5935. UNIVERSITAS TERBUKA FAKULTAS SAINS DAN TEKNOLOGI ,tidak
27,3.33,34.546,0.0,0.0,0,5935. UNIVERSITAS TERBUKA FAKULTAS SAINS DAN TEKNOLOGI ,tidak
26,3.75,33.527,19.2,19.6,1,4125. UNIVERSITAS NEGERI GORONTALO FAKULTAS PERTANIAN ,tidak
35,3.5,32.0,15.6,16.4,0,4125. UNIVERSITAS NEGERI GORONTALO FAKULTAS PERTANIAN ,tidak
32,3.71,26.618,16.8,15.6,1,3307. UNIVERSITAS JEMBER FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
29,3.68,26.182,12.8,9.6,0,3307. UNIVERSITAS JEMBER FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
31,3.97,29.091,17.6,10.8,0,1746. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN SAINS TEKNOLOGI PANGAN DAN KEMARITIMAN ,tidak
34,3.54,28.0,18.0,11.2,0,1746. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN SAINS TEKNOLOGI PANGAN DAN KEMARITIMAN ,tidak
27,3.38,29.018,16.4,16.0,1,2670. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK ELEKTRO ,tidak
31,3.5,27.782,17.2,14.8,1,5951. UNIVERSITAS TEUKU UMAR FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
26,3.71,23.927,16.0,15.6,0,5951. UNIVERSITAS TEUKU UMAR FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
28,3.86,26.036,19.6,0.0,0,5951. UNIVERSITAS TEUKU UMAR FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
31,3.82,29.818,20.0,20.0,1,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
31,3.84,30.036,18.4,19.2,1,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
34,3.33,31.273,15.6,13.2,1,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
30,3.64,29.527,16.8,13.6,1,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
29,3.5,28.727,17.6,16.4,0,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
32,3.6,28.727,13.6,12.8,0,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
25,3.93,29.964,16.4,14.0,0,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
34,3.47,32.0,17.6,18.4,0,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
31,3.76,31.564,18.8,18.4,0,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
32,3.7,29.309,20.0,19.2,0,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
28,3.69,31.127,9.6,4.0,0,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
28,3.4,28.146,17.2,16.0,1,"3709. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",tidak
30,3.57,31.491,18.4,18.8,1,5601. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
28,3.64,31.709,17.2,17.6,1,5601. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
27,3.73,30.691,16.8,16.0,0,5601. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.63,29.818,16.4,17.2,0,5601. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
27,3.69,31.273,16.8,17.2,0,5601. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.65,29.018,16.4,13.6,0,5601. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
26,3.86,29.673,18.8,19.2,1,5601. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
28,3.81,30.982,16.0,16.4,0,5601. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
29,3.88,28.0,16.8,16.8,0,5601. UNIVERSITAS SULAWESI BARAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.45,27.273,15.6,14.0,1,1561. AKADEMI KOMUNITAS NEGERI SENI DAN BUDAYA YOGYAKARTA JURUSAN KRIYA ,tidak
28,3.51,26.473,13.6,13.6,0,1561. AKADEMI KOMUNITAS NEGERI SENI DAN BUDAYA YOGYAKARTA JURUSAN KRIYA ,tidak
29,3.54,31.127,18.8,19.2,1,5357. UNIVERSITAS SAMUDRA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.54,27.854,19.6,19.6,1,5357. UNIVERSITAS SAMUDRA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
34,3.51,30.327,15.2,11.2,0,5357. UNIVERSITAS SAMUDRA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
35,3.51,28.582,15.6,12.0,0,5357. UNIVERSITAS SAMUDRA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
30,3.48,28.654,15.2,11.6,0,5357. UNIVERSITAS SAMUDRA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
32,3.79,29.673,0.0,0.0,0,5357. UNIVERSITAS SAMUDRA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,tidak
31,3.63,30.546,17.6,15.6,1,2858. UNIVERSITAS ANDALAS FAKULTAS KEDOKTERAN GIGI ,tidak
31,3.72,26.327,17.2,14.0,1,2579. POLITEKNIK NEGERI SRIWIJAYA JURUSAN BAHASA INGGRIS ,tidak
26,3.98,30.4,19.2,19.6,1,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
30,3.35,30.546,20.0,19.6,1,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
30,3.7,30.691,18.0,17.6,1,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
27,3.53,30.691,18.8,18.4,0,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
28,3.89,31.2,15.6,16.4,0,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
30,3.74,30.473,19.2,18.8,0,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
25,3.8,32.436,17.2,16.4,0,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
31,3.34,30.109,16.4,16.8,0,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
29,3.77,32.218,16.8,17.6,1,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
33,3.84,32.073,20.0,20.0,1,"5079. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS EKONOMI DAN BISNIS ",tidak
32,3.78,32.073,16.4,16.4,1,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
27,3.71,31.418,13.2,20.0,1,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
31,3.48,30.182,14.4,18.4,1,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
34,3.59,28.073,14.8,19.6,1,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
29,3.56,29.164,12.8,13.6,0,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
29,3.51,24.436,13.6,13.6,0,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
28,3.94,25.6,15.6,15.6,0,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
31,3.8,27.782,11.2,11.6,0,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
27,3.6,28.291,20.0,18.8,0,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
32,3.47,25.382,12.8,19.2,0,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
27,3.47,28.654,12.4,14.0,1,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
29,3.84,31.2,14.0,15.2,1,"5057. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ",tidak
34,3.31,26.4,18.8,19.2,1,3149. UNIVERSITAS CENDERAWASIH FAKULTAS KESEHATAN MASYARAKAT ,tidak
25,3.66,28.8,9.2,10.0,0,3149. UNIVERSITAS CENDERAWASIH FAKULTAS KESEHATAN MASYARAKAT ,tidak
26,3.69,28.654,8.8,10.4,0,3149. UNIVERSITAS CENDERAWASIH FAKULTAS KESEHATAN MASYARAKAT ,tidak
28,3.91,27.782,8.4,10.4,0,3149. UNIVERSITAS CENDERAWASIH FAKULTAS KESEHATAN MASYARAKAT ,tidak
33,3.52,26.109,7.2,9.6,0,3149. UNIVERSITAS CENDERAWASIH FAKULTAS KESEHATAN MASYARAKAT ,tidak
33,3.33,26.618,6.4,9.6,0,3149. UNIVERSITAS CENDERAWASIH FAKULTAS KESEHATAN MASYARAKAT ,tidak
32,3.45,24.946,6.8,8.8,0,3149. UNIVERSITAS CENDERAWASIH FAKULTAS KESEHATAN MASYARAKAT ,tidak
30,3.87,24.509,7.2,10.0,0,3149. UNIVERSITAS CENDERAWASIH FAKULTAS KESEHATAN MASYARAKAT ,tidak
34,3.74,31.636,20.0,19.6,1,"3614. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 2
",tidak
30,3.73,32.073,16.0,16.0,1,"3614. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 2
",tidak
31,3.91,30.836,12.4,11.2,0,"3614. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 2
",tidak
32,3.7,28.582,10.8,9.6,0,"3614. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 2
",tidak
28,3.78,33.018,12.8,9.2,0,"3614. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 2
",tidak
27,3.69,29.746,0.0,0.0,0,"3614. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 2
",tidak
27,3.8,31.782,18.8,19.6,1,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
33,3.37,28.364,18.4,19.2,1,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
26,3.86,29.018,17.2,15.2,1,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
33,3.4,27.054,19.2,20.0,1,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
33,3.55,27.127,19.2,19.2,0,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
33,3.45,30.473,10.8,12.4,0,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
27,3.43,28.582,11.2,9.2,0,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
32,3.41,26.836,12.0,10.8,0,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
28,3.64,28.582,11.2,9.6,0,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
27,3.65,26.618,11.6,9.6,0,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
32,3.5,26.982,0.0,8.0,0,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
26,3.86,27.854,12.4,14.4,1,"6000. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 5
",tidak
26,3.57,29.6,18.4,17.2,1,1579. INSTITUT SENI BUDAYA INDONESIA ACEH JURUSAN SENI RUPA DAN DESAIN ,tidak
32,3.88,25.236,17.6,17.6,1,1579. INSTITUT SENI BUDAYA INDONESIA ACEH JURUSAN SENI RUPA DAN DESAIN ,tidak
31,3.62,29.018,18.4,19.2,1,5450. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS AGAMA ISLAM ,tidak
33,3.33,29.236,14.8,16.4,0,5450. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS AGAMA ISLAM ,tidak
34,3.36,28.509,15.6,15.6,0,5450. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS AGAMA ISLAM ,tidak
30,3.82,26.109,16.4,14.4,1,5450. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS AGAMA ISLAM ,tidak
30,3.71,25.673,16.4,13.2,0,5450. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS AGAMA ISLAM ,tidak
29,3.76,27.491,17.6,15.6,0,1647. INSTITUT SENI INDONESIA SURAKARTA FAKULTAS SENI RUPA DAN DESAIN ,tidak
29,3.64,33.091,12.4,16.8,1,"2309. POLITEKNIK NEGERI MADIUN JURUSAN TEKNIK 2
",tidak
32,3.44,30.036,14.8,13.2,1,"2309. POLITEKNIK NEGERI MADIUN JURUSAN TEKNIK 2
",tidak
32,3.4,30.618,16.0,14.0,0,"2309. POLITEKNIK NEGERI MADIUN JURUSAN TEKNIK 2
",tidak
26,3.63,27.636,14.0,14.0,0,"2309. POLITEKNIK NEGERI MADIUN JURUSAN TEKNIK 2
",tidak
28,3.71,27.927,17.2,12.8,0,"2309. POLITEKNIK NEGERI MADIUN JURUSAN TEKNIK 2
",tidak
29,3.39,26.182,16.8,14.0,0,"2309. POLITEKNIK NEGERI MADIUN JURUSAN TEKNIK 2
",tidak
30,3.83,26.182,18.4,19.2,1,3662. UNIVERSITAS MALIKUSSALEH FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
34,3.6,28.509,19.2,19.6,0,3662. UNIVERSITAS MALIKUSSALEH FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
34,3.85,26.109,15.6,13.6,0,3662. UNIVERSITAS MALIKUSSALEH FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,tidak
